,class,SENSOR0_RMS,SENSOR0_WAVELEN,SENSOR0_WAMP,SENSOR0_APPEN,SENSOR0_SAMPEN,SENSOR0_MAV,SENSOR1_RMS,SENSOR1_WAVELEN,SENSOR1_WAMP,SENSOR1_APPEN,SENSOR1_SAMPEN,SENSOR1_MAV,SENSOR2_RMS,SENSOR2_WAVELEN,SENSOR2_WAMP,SENSOR2_APPEN,SENSOR2_SAMPEN,SENSOR2_MAV,SENSOR3_RMS,SENSOR3_WAVELEN,SENSOR3_WAMP,SENSOR3_APPEN,SENSOR3_SAMPEN,SENSOR3_MAV
16,ulnar_deviation,0.02429181859428845,4.648065251523842,167,0.8163468109772016,0.8194984760767106,0.01896515264655044,0.03453604159351652,7.440515879125605,276,0.8953426706972722,0.9141994100941575,0.025395724715677775,0.014189934702745443,2.7869248524498182,59,0.9563713492056425,1.0060549702538928,0.011354498491837743,0.005443800917337666,1.0408742888849467,5,0.6516886705111373,0.6572272350221134,0.003781259442707107
17,ulnar_deviation,0.031769993322207035,6.049116466615052,240,0.821011258306831,0.8231557512866032,0.024760605366949635,0.04032732515014687,8.58648046506268,322,0.8478785738814478,0.8746369058904351,0.03017805516727197,0.014614649246219264,3.17804110747735,81,1.0014869613456092,1.049502584633361,0.011411726174405296,0.004523544854317578,1.0092461928658234,0,0.7652651037659517,0.7879942748836474,0.003363184006972444
18,ulnar_deviation,0.030585812918558372,5.73275187649565,235,0.8256647831815576,0.8261703139613283,0.02344559330822823,0.0391778640350942,8.378618816178156,324,0.8768036567467896,0.8908804269344907,0.030066221868159607,0.01328995918140463,2.875990118718573,82,1.0090702994838874,1.0340737675305385,0.010380573447626999,0.009751780270846307,2.07851243932462,21,0.7386804085466849,0.7634749227020013,0.0074510799253200396
19,ulnar_deviation,0.021320091392543497,4.704014829448413,180,0.9524221534387349,0.9981980791762848,0.016572025108686828,0.02434737398633252,6.045559821389656,237,1.0393363808591602,1.162688051336305,0.01906373212794629,0.012235904183814502,3.4721163016171146,98,1.1223342826591232,1.2507398618052206,0.009457018490427554,0.007513183209997836,1.694208706807615,6,0.798482729956342,0.8596166298020707,0.005982736317997431
20,radial_deviation,0.028140121135972963,5.279978157771534,204,0.7577109072996069,0.7825208180797478,0.0217264939530243,0.029042884290331767,6.264433913196111,254,0.8999110842164026,0.9287887247914476,0.022379204517943164,0.010381308304577317,2.2021007208840144,35,0.9145031844520863,0.9696246539988632,0.00801321337094689,0.005451314614365393,1.1505327884361796,2,0.7376126123600097,0.7715089330553552,0.004144307098155419
21,radial_deviation,0.29872285401516735,64.80281437800537,551,0.8234555448524743,0.8786803017361143,0.22713727025194616,0.23384731654438887,59.08077483066995,542,0.9617323137563929,0.9740641779696632,0.17958305984362424,0.11728006951029932,26.62579071514389,490,0.8642815867663178,0.924278586756455,0.08891162691405141,0.01345464994183405,2.5231806272395394,58,0.6878018009963687,0.6796491230065624,0.010124092698066406
22,radial_deviation,0.01758282048432564,2.9055841442250796,63,0.6964104660831891,0.7033742159778743,0.012769682451633634,0.014514762478754337,2.694430079819867,72,0.7101796751497749,0.5964948515756089,0.009682629569311112,0.009784540271792916,1.701690524763981,19,0.8066010244979629,0.7915589660303675,0.006581458358778753,0.014491452886873944,2.6230635155299122,66,0.5993569961945124,0.4641827059374542,0.00933325613822111
23,radial_deviation,0.03701304221656395,6.897687910361499,257,0.7958187700271253,0.786994730295126,0.029290387098555665,0.041913673510161634,8.773990908784983,276,0.8386983530427954,0.8000734622904851,0.0308891388504813,0.01904116018126013,3.285273715879126,92,0.8562924447864182,0.8399121143469078,0.015124971030153806,0.005589142064861656,1.1999151872670153,3,0.7571772584945284,0.7189087964230576,0.004013037782713656
24,radial_deviation,0.025686599284946134,4.986766804273349,182,0.8032268880010687,0.853539230950591,0.01975390168506409,0.0266100460410449,5.91110757215311,219,0.9181384865391302,0.9616230259515295,0.02055434694889734,0.010849913724292589,2.404597992666226,36,1.02556479394773,1.0256746388901419,0.008666704263845349,0.003722653286134493,0.7200301100467456,0,0.698442001619255,0.7241195014125835,0.0027673226743888915
25,grip,0.025646266786968904,4.596681900493041,175,0.7782792876633584,0.7978922218781989,0.01960655111840802,0.030575034167738487,6.471857539666999,264,0.9332398919414979,0.9657913756471858,0.02441157111335042,0.013013982545640334,2.7388932862986892,56,0.9078181744882925,0.9584819543197297,0.00997458507001524,0.003373198437700532,0.745172080128794,0,0.7785928478400881,0.8356698223920845,0.002653629850316628
26,grip,0.024901063169627542,4.59670086297489,171,0.8067127315965066,0.8202060586788504,0.018957292298960423,0.02931255057394718,6.723933239054215,263,0.9880756987514285,1.050874486338402,0.02286191213737643,0.013456731422348855,2.55732830976453,53,0.9275787540051827,0.9469495810196654,0.010639893922127962,0.003100147567029287,0.6659529823764753,0,0.8214189354308745,0.8564965139585126,0.002437830814045381
27,grip,0.03625025598596001,7.521186380058403,297,0.8946728043966696,0.972687473044178,0.028205480766384263,0.03959061868751499,9.112410344054949,325,0.919058399357978,0.9777716661214164,0.030272555870744604,0.01477835128330866,3.1755090610646204,91,0.9558095216564375,1.0040593978056935,0.01170986194245221,0.004850116810296739,1.0903420213604007,0,0.7695184490435376,0.7932823414151065,0.0036573091817451563
28,grip,0.03092513686198485,5.442242578532856,200,0.79042167151212,0.8094110503536389,0.023817328708700042,0.03700462909907043,7.738884412247159,306,0.9253740041762213,0.9548038561070589,0.028940704878997348,0.01390077160312662,3.228403740376285,84,0.9512553732434661,1.0503754769060465,0.010708271850992448,0.003841534061111372,0.8765303358489887,0,0.8365688736882348,0.8383953768516892,0.0029398804063667555
29,grip,0.022709139033959696,5.131550650616587,198,0.9752168672587609,1.0229394605625302,0.017389861357884357,0.022238977658154274,5.366114914917285,209,1.0275767752702838,1.1169392541414807,0.01720831371607869,0.01114886843576704,3.18149228789944,86,1.1457253576461026,1.3302093960432726,0.008977241132329524,0.009173551149605262,2.1337045518508537,17,0.7948300464172027,0.8741813884914895,0.007288867489087495
30,finger_abduction,0.03042511328934569,5.69502419254511,232,0.787012414904404,0.8083355691656915,0.024095807285734572,0.02913534833423204,6.102770912404321,239,0.8973987661281515,0.8862358776776561,0.021810643015250153,0.011514580000204487,2.501471315026317,51,0.9477108117913535,0.9751780692076987,0.00887010336441426,0.005928218944521975,1.1516333205562037,10,0.6127229475724856,0.620668356621193,0.003897656379553879
31,finger_abduction,0.28970985472003363,62.88861406114638,567,0.8529018396450012,0.9093837536882188,0.2320839568196961,0.27065410441748483,75.0185986984805,564,1.0745348674246848,1.2449875513525706,0.2091073622777989,0.15931035350291625,34.03681690015018,511,0.8879312457266866,0.8965281654088115,0.1220335326100377,0.010732894312393012,1.8238390284827202,29,0.6303148596245962,0.5749773644280177,0.007434473528838062
32,finger_abduction,0.014824770329948654,2.933222409417518,72,0.8826664939005484,0.9038316677856868,0.011556531757494498,0.013336816537239185,2.6912787524556205,61,0.8405984111011975,0.8304784510942427,0.00945986148180553,0.010097461332191198,2.3080954415754364,47,0.970609648757395,1.0460473863788606,0.007731457957014283,0.04168102940273468,8.214766986305678,274,0.6784076889039348,0.6012889797397585,0.028733450316147994
33,finger_abduction,0.03367479396858731,6.3512931086248265,248,0.7859228261009426,0.8108186153010855,0.02574014860548866,0.04361803698312795,9.280260706091237,341,0.9105946692795186,0.9273785915973137,0.03218998964052006,0.014456949877536068,2.9484251617038653,75,0.9560073603882948,1.002254616835383,0.011776273408816212,0.005477316339991189,1.1518838993096476,0,0.7621473568216164,0.788333834948759,0.0040595446823812765
34,finger_abduction,0.028647447034253114,5.274136037735573,206,0.77347523693641,0.8147109390562348,0.022356725293995367,0.030875266376135913,6.649540890977447,251,0.8897664605350708,0.9469540179664651,0.024177606723380065,0.012034307055855654,2.6837896158262753,55,1.0083813640363206,1.0429372795133072,0.009435406744837683,0.004211642928777257,0.8196112139012873,2,0.7561116793160676,0.7821210639894965,0.0030626342166831934
35,finger_adduction,0.02650206161477719,4.824091681679805,183,0.8304301140147796,0.8584823522382456,0.02131052042507732,0.02634352484661207,5.770936732634411,230,0.9287029608252086,1.002922498867231,0.020194684203982297,0.013367050589228553,2.870943211122778,73,0.9220361604755212,0.9336170888170715,0.010349057088333523,0.004213414928659691,0.8645289002045783,0,0.7151384151102311,0.7676783614888695,0.0031823933632694474
36,finger_adduction,0.030887002779512594,6.105960967218362,241,0.8467359678288591,0.8931474100231287,0.024902702652086436,0.028031491621149447,6.6625165776369055,263,0.9643463984842793,0.9830134548265674,0.021523104871276184,0.01344750462561694,2.6937832135216744,51,0.9417554888293584,0.9909004755365598,0.010220840495575857,0.005834368821751129,1.1281477772075132,4,0.7022795731056521,0.7082228429653926,0.0042725663568206175
37,finger_adduction,0.04183321519841143,7.947542112454709,311,0.8505586386876884,0.877435559958305,0.03260647499847023,0.04228763815821605,10.49610443492932,368,0.9932688845835185,1.0145632498583403,0.033279522222960656,0.018284636360889603,3.6559727844693644,110,0.9157810184682225,0.9471745188157725,0.014297552801817985,0.005279731404742858,1.116280259891734,0,0.7781558245794211,0.8163302070242661,0.004145318447831033
38,finger_adduction,0.03243952576104767,6.307967725805286,250,0.8513930339101439,0.879808645215918,0.025649120736673622,0.03651040087031064,8.09307650222454,293,0.8878962651180449,0.928603992107512,0.028823626874701514,0.013557362182980502,3.040737545185646,81,0.9955174640053084,1.019579745863604,0.01091920466239507,0.0036986541105703055,0.8851841696301599,0,0.827753748828461,0.8786919472354686,0.002874589297176833
39,finger_adduction,0.021416673454193173,5.23563743462505,208,1.0009128469214894,1.0928319257526102,0.016522539223635613,0.02139546042264936,5.92560452427198,246,1.081479015475355,1.2029699886442573,0.016639064942013344,0.012450703789863604,3.851732060199451,130,1.1321852998312636,1.3098800455021256,0.009638024312938214,0.006402628068290188,1.4996905909119151,5,0.7669386229861543,0.8060953961617454,0.004878079073706423
40,supination,0.028140121135972963,5.279978157771534,204,0.7577109072996069,0.7825208180797478,0.0217264939530243,0.03826744061761515,6.943885035123235,246,0.80292395330043,0.7690593577841919,0.028074279768919765,0.01145016564940072,1.9438598102669853,23,0.8988966387132464,0.8749411720554595,0.00922127649536046,0.0056808547444988115,1.1515029558451575,2,0.6935476940284002,0.7216066994683195,0.0042048906770766
41,supination,0.29872285401516735,64.80281437800537,551,0.8234555448524743,0.8786803017361143,0.22713727025194616,0.29614240676143233,80.05093825410074,567,1.0356670812889024,1.173430999066064,0.23213769442046234,0.07693577866972713,17.93943828789052,464,0.9622380835173416,1.0269268821567068,0.05723164272001848,0.01948026439862779,3.860247569015182,134,0.7197839695199084,0.7436333951247887,0.015381050452325028
42,supination,0.01758282048432564,2.9055841442250796,63,0.6964104660831891,0.7033742159778743,0.012769682451633634,0.017579131245226323,3.852428277977155,119,0.8716422154951977,0.8533049860977979,0.01263423424823492,0.013342498464204868,3.0670403123273084,84,0.9433534333079439,0.9839309466585586,0.009460389306065022,0.05261061509346467,11.6034231835427,358,0.7002330213650412,0.687644262362715,0.0372734065510551
43,supination,0.03701304221656395,6.897687910361499,257,0.7958187700271253,0.786994730295126,0.029290387098555665,0.07703624732566329,14.869972713824655,404,0.8431264037243382,0.7562992053980888,0.0528468299304794,0.029435966050014233,4.697074212237573,161,0.7637357391796886,0.7450520645899219,0.022254068376285557,0.0071941445674537745,1.488220630975317,7,0.7565045012550402,0.692867186158004,0.005347921450396307
44,supination,0.025686599284946134,4.986766804273349,182,0.8032268880010687,0.853539230950591,0.01975390168506409,0.029521531340148312,6.816530343717977,249,0.9368146030595708,0.9300782909986618,0.022367210508055606,0.011818034404817613,2.711427091303013,66,0.9736759211869694,0.9925826293131258,0.009247690998649452,0.0024764286113305124,0.5756741154103829,0,0.861977713245373,0.9439058989071284,0.002011061561834755
45,pronation,0.025646266786968904,4.596681900493041,175,0.7782792876633584,0.7978922218781989,0.01960655111840802,0.030489441915441968,6.727086955784132,256,0.8844706959096196,0.9075504712912317,0.022217392178998367,0.013244956771630317,2.653633271037134,57,0.9467307144089281,0.9216542295473504,0.00988522809357851,0.0027895472470023247,0.7007940535910409,0,0.8508084004288241,0.9247695364893541,0.0021151335639088753
46,pronation,0.024901063169627542,4.59670086297489,171,0.8067127315965066,0.8202060586788504,0.018957292298960423,0.03120394003399522,7.198100258106593,284,0.9676946318117876,0.9848172941896818,0.024160198829626455,0.0129880545636331,2.8764612558323357,67,0.9420984208385446,1.0102013313240568,0.010198329249696957,0.005902427305990936,1.1867516607166717,11,0.6538915924804627,0.6436933462705247,0.0040347755235703745
47,pronation,0.03625025598596001,7.521186380058403,297,0.8946728043966696,0.972687473044178,0.028205480766384263,0.040567486022723115,9.728181015552238,374,1.0045909209079404,1.0753406651579025,0.0320283794840668,0.017851532238301115,3.975718116856877,140,1.007895433457266,1.1028254821766394,0.014268138729105812,0.00412043488685125,1.0110087641396155,0,0.7937083383288521,0.8481661189156188,0.0031976182312286037
48,pronation,0.03092513686198485,5.442242578532856,200,0.79042167151212,0.8094110503536389,0.023817328708700042,0.037516230987473614,8.382563343684595,305,0.9424193223956605,0.9830864562272925,0.028970970984784187,0.013309178467095959,2.822541538940326,62,1.032986675450005,1.0833448165373212,0.010777089285009108,0.0030821807410939886,0.6836554436600051,0,0.819314902785758,0.8796137049194612,0.0023795248828297486
49,pronation,0.022709139033959696,5.131550650616587,198,0.9752168672587609,1.0229394605625302,0.017389861357884357,0.02685200493020809,6.913340099327859,280,0.9955362145311866,1.086286088867602,0.020352656677967096,0.013780222634964865,4.238197485090297,146,1.086097538616709,1.2466104797103859,0.010662506845042727,0.007588681269309491,1.637360990925229,4,0.7500723492107273,0.797806925341161,0.006054238539706328
0,rest,0.026632954434180296,6.965190264143651,279,1.0604873994515152,1.1704059806868528,0.02028427877786179,0.058634680219492544,12.25694397128574,361,0.8401648741245324,0.8447018848890693,0.04270643549431571,0.01934648188730818,3.7323752790448523,112,0.8805723232829559,0.945473892119689,0.015323999749103394,0.003936824372899773,0.8896345659518109,0,0.8768813450741235,0.9350692120809222,0.0031349410243295558
1,rest,0.26321349117508486,87.46909236431782,575,1.0182195896020865,1.1582043858703552,0.19916661308031666,0.2532434121800781,64.40552498095165,558,0.8993017096795057,0.9520471023937209,0.18371513308048446,0.13603065727712596,34.940875222140754,515,0.9262309985568176,0.9901333427509098,0.10267713501382786,0.009704048152605449,2.1832196407573203,37,0.7555693338955791,0.7918222292619277,0.00723352671955191
2,rest,0.014146236788355365,2.9289112834100393,72,0.9140507181472031,0.9072261033454129,0.010894524763788405,0.03425966984762806,6.369862977817696,188,0.8077443623123517,0.724468809860552,0.02255081067097354,0.021739612833654193,3.144558460262468,83,0.856006576922598,0.8216943954115362,0.01613771881405052,0.17821983570487984,40.31686609782485,528,0.7300440048834442,0.7605806443057106,0.13637019840531356
3,rest,0.06189801249271413,14.111727338977877,378,0.8536495643568909,0.8287677426215988,0.043471757807523125,0.0882411486986132,25.413437036397237,487,0.9244225455340094,1.0154020923840175,0.06393444483083942,0.03034948512529305,4.254904220647239,149,0.8488745240233393,0.7911565950259363,0.022722078222361317,0.006329610683230023,1.468859184652904,4,0.7881000824456508,0.8671041082547456,0.004768357660237989
4,rest,0.1516841876426351,44.76039838358637,548,1.0344174445473815,1.1841639994044972,0.12114113774554795,0.121880363249572,30.145166076591412,520,0.975335216366509,1.069120843665329,0.09375568200565162,0.01747070001110812,3.4984211447957065,105,0.9692722434726897,1.0235378787407563,0.013538632618699647,0.0042733838311669855,1.0291475897907663,0,0.8439717816798189,0.951558870711613,0.003385493638419515
5,extension,0.028842732803442038,6.942221473512636,248,0.943821393596135,0.9450927227778612,0.02150388756418742,0.05527608584199464,11.886537756227046,334,0.8644327008388952,0.8543371284553193,0.04136025566915205,0.025411451142805953,4.2730911216233896,145,0.8607375815142175,0.846516060644467,0.021433832554950842,0.005647803013112066,1.1732230106975137,1,0.7448293207315468,0.7536968651362836,0.004211773229164064
6,extension,0.16593593585460809,43.19747567921367,548,0.8657880355393184,0.9373230544798962,0.1262942129345872,0.10280084346309042,23.998067991855624,492,0.9561256879148834,1.008495389007978,0.07857009936513316,0.020942562045373977,3.8602207240490944,118,0.8866909882525742,0.8991604405839733,0.016055168581921266,0.00610484711473966,1.386597548334883,7,0.7734179927758245,0.8272148099808293,0.004567828965209442
7,extension,0.07987188769234652,21.16634483787855,465,0.9536926166185018,1.0413144728623676,0.061397608661411515,0.06628009092786138,16.517910931469533,459,1.0027004394058645,1.1013791309142236,0.05211611089843543,0.027668544262330758,5.6253701766223045,231,0.9212672289358967,0.9767888434747213,0.021655168359745944,0.010837488222300132,2.328276582577509,38,0.7386136396247958,0.7296363606533424,0.007816108402395312
8,extension,0.0294614290299559,7.918665810271249,291,1.0022118136808253,1.078133757324569,0.02246078786703816,0.07031624357822654,16.172803842985353,428,0.8787516791202443,0.9054643245831334,0.052513970739715386,0.021749233424093187,3.9291884139146993,132,0.9479634439748219,0.9468293616378686,0.01695245253338016,0.006692913059066115,1.4920336154152767,9,0.7284965517914519,0.7929264566050768,0.005090695947174106
9,extension,0.025109748597715666,6.445638723135629,243,1.0458429900372574,1.0126546098509464,0.01858199947950995,0.05631319428664397,10.557840248752175,281,0.7496325496376155,0.5389549007992408,0.037169259539835596,0.018034324712955883,3.311156989583419,99,0.90768087121497,0.8864377687244739,0.014044245411739174,0.007111681392720883,1.3274109386842354,4,0.7588453723071864,0.7210488567820219,0.005216111105722862
10,flexion,0.026196367925856535,6.657524458978317,242,0.9992892217762224,1.0457759449930133,0.0193706485489982,0.05091159887478052,11.481793800291879,361,0.8347056953106229,0.8733003654198109,0.03787138211269922,0.014554073749658262,3.2668107889559277,89,0.9646130603537486,0.978408326614867,0.010809072020593929,0.003269274274431956,0.7531974045521714,0,0.8261457894978284,0.8953972842858776,0.002627933529603951
11,flexion,0.16048406766520848,51.603981632311836,553,1.1019190866556405,1.2447614927128636,0.12221488180725038,0.253823669248245,67.44600816533966,566,0.9339120728173285,0.9617551052491586,0.19165399317823606,0.13294648758046518,33.31666191908488,503,0.8654916991508328,0.931194595361127,0.09858706303200587,0.010512486998876724,2.3982942967888192,46,0.7591469946672333,0.8229210289631097,0.00792637057913278
12,flexion,0.02035742904290489,3.0783868386911797,78,0.8124580315003977,0.7647022993128832,0.016405743249299887,0.02438085638385207,5.192276432787295,187,0.9831309264815666,0.9760354592211505,0.019562743012093247,0.01754409341147298,2.6922214740306467,63,0.8810297304433723,0.827779370907455,0.013720320806678727,0.050073659900351244,10.255526262518828,332,0.7446897600983764,0.717178374537869,0.035676495806686824
13,flexion,0.05765881978997015,14.293323834298397,406,0.983943991212699,1.0331972385290422,0.04360376156726685,0.11397952613177148,29.26743190081527,504,0.9216163362359056,0.9993961563614595,0.08642844956968455,0.024433154042754257,5.143723764603181,199,0.9451656848687509,0.9829058699665181,0.018375539307985717,0.00594739379810694,1.3506889259680301,5,0.8517417525730528,0.9419166156475252,0.004592550518533167
14,flexion,0.15525774586118513,42.26328597422285,550,0.9851732167229641,1.1323889106166,0.11765830302504889,0.08878743392467119,19.460246995096345,453,0.9164115257881984,0.9453851831387803,0.06617675098523036,0.01621219979353021,3.3012637802026705,87,0.9678229799243381,1.0446826397955251,0.01262881423166373,0.003534466530820202,0.8393677968210804,0,0.8384539189091913,0.9493695941530437,0.002772884891738235
15,ulnar_deviation,0.021506395975224607,5.724038383031446,225,1.0517278109607044,1.092580387570403,0.016794621702713074,0.04470391159577813,10.670795613550904,362,0.9423699028266559,1.0057870728269327,0.03424161840850015,0.018436395701025326,3.456141838173598,104,1.0149739743894601,1.0496346655047835,0.014397778404608172,0.0038204254280800832,0.9430738896406285,1,0.8634382771941085,0.9478584561301766,0.0030468174663739944
16,ulnar_deviation,0.035453439049554385,9.122048553598033,297,0.936252716783478,0.9030407618424001,0.025482440330999872,0.04923924553220064,12.23441236724392,369,0.9057671592371817,0.8858497063729196,0.03567076614017997,0.022337542886020943,4.0296355765213345,138,0.8865907877377737,0.9160517546953382,0.017697586217363517,0.0069023459461602325,1.6781295769701732,12,0.8241437893040415,0.8686285402283423,0.005303024442627741
17,ulnar_deviation,0.07917113087948334,19.84632576735794,456,0.9275328521894011,0.9842309213173921,0.05924695965935873,0.05962095611557867,13.183498440418036,402,0.919237722562376,0.9411968964759304,0.04548129565882822,0.024788412788482973,5.042501761011541,191,0.8821419779395807,0.9560539650461681,0.018904553864091744,0.007541077072862622,1.7230505589809855,12,0.8016977729271102,0.895882847248526,0.005905008336013424
18,ulnar_deviation,0.03947007199115839,9.529311987182586,324,0.9235168727735008,0.9346551878792797,0.028858931479035465,0.045170352912697644,10.525478012579542,333,0.9147698862662068,0.9646943728151712,0.03491313588550206,0.021402110299065597,3.55035853680322,107,0.8984321056367341,0.9185677727062072,0.017242254774814628,0.00552824482518779,1.3488436732718418,4,0.8418116908159554,0.8917765886442035,0.004342750402254959
