,SENSOR0_RMS,SENSOR1_RMS,SENSOR2_RMS,SENSOR3_RMS,SENSOR0_APPEN,SENSOR1_APPEN,SENSOR2_APPEN,SENSOR3_APPEN,class
454,0.0141077934090277,0.0186887663633851,0.0130945667283948,0.0034705480738684,0.93865838326368,0.907227344634848,0.94662163943581,0.8349232911771041,rest
500,0.0363893013872084,0.049960172290882,0.0113451092872069,0.0038947394872152,0.858843032375733,0.8809965512750386,0.9673795423560247,0.8543816408552298,rest
501,0.2282777974073851,0.2054087228511239,0.0333528609725928,0.0066010576812093,1.1729593077383598,1.1836188368878364,0.99721666596505,0.8223520388854775,rest
502,0.0267238454249981,0.0400232620287852,0.0119974029094648,0.0076445582270521,0.7481249786966218,0.7178409288154355,0.8549474724619168,0.7196538307821423,rest
503,0.0337947223647568,0.1158477299698423,0.0101757451381483,0.0050383264533221,0.9664143574727602,1.2310071112463623,0.9758008964123084,0.8235756958212264,rest
504,0.0239532447212432,0.079456767182686,0.0108823844187109,0.0029539572309234,0.8865596487832224,0.9497059236398936,0.8773385360182977,0.8500962263875835,rest
550,0.0306804048153327,0.054681343232655,0.0120438382589326,0.0077485878978814,0.8403816377743829,1.0306436791605038,0.9875340197844124,0.702313858544592,rest
552,0.0219635275628732,0.0345859142908285,0.0292119510154272,0.0511316931007286,0.8974999096298397,0.9229969046864706,0.5496313249651417,0.5877606006888567,rest
553,0.0982342956308786,0.1659879335531333,0.0298726961719693,0.0088656344858676,0.963594614764188,1.1359882918547743,0.8230958490490243,0.6961553878408617,rest
554,0.0367506923488633,0.0810438337103423,0.0149187809262262,0.0118762273434105,0.912164996883793,0.990002237864037,0.9579005195544932,0.7380637165864372,rest
600,0.0100117145237051,0.0285559422746841,0.0085080930930596,0.0012629894682388,0.9332750486254442,0.9581881283256256,0.9824168781425312,0.8620455685836257,rest
601,0.1658042333187516,0.3010043871499085,0.08158417860057,0.0184666981821044,1.1385346626750126,1.1646830025780537,1.08165191481442,0.7940401323805721,rest
602,0.0184005015864253,0.0345262358848978,0.010526133484047,0.0224436694538417,0.8866335671283312,0.7470349351296499,0.9325176687545316,0.5520023284927134,rest
603,0.0179237181333285,0.1112303447311275,0.0112815766161536,0.0053027758265104,0.9703316469749884,1.1278639073319607,0.9750280013381044,0.5899909953102953,rest
604,0.0107901350368056,0.0299577229732146,0.008842040351358,0.0017903693051061,0.9434303590527756,0.8824015902668658,1.0083070729796255,0.9046704816157468,rest
650,0.0339787461936505,0.0404314005506409,0.0136893241455044,0.0018018100994547,0.89838100749401,0.9125421896642272,0.976878460356509,0.9263328074382162,rest
651,0.1703448492003085,0.4842176746377278,0.1683329102825408,0.0037240890197598,1.10068090728473,0.902125900847922,0.9081240002701448,0.8201341064533696,rest
652,0.0464178728835821,0.0469776350680445,0.0285995834230621,0.1057648715279717,0.8409992305418239,0.9258079731166716,0.8218523521296426,0.806537605683944,rest
653,0.0561400651609474,0.1824267128247368,0.0304734146413356,0.0072323704290394,0.8548354223330543,1.0227706255990552,0.838020134725352,0.8106916442661776,rest
654,0.0954584034981259,0.0943962790520115,0.0369843143567153,0.009373555764097,0.9706572287380696,0.9194061385180032,0.7514464816150843,0.7827393323215079,rest
700,0.016744913002101,0.0189686047729912,0.0077114805572636,0.0025868932381162,0.9721886082636249,1.075600924574117,1.0865156980393844,0.8557975979496799,rest
701,0.1748942724251266,0.1812486912272145,0.032231675926642,0.0047810385909111,0.9232230530582172,1.0871426348883926,0.760928457948594,0.7650119678779488,rest
702,0.0180853116477542,0.0214799500523284,0.0120263444746175,0.0069362398149492,1.0341845552814877,1.0715038676429152,1.000299502610066,0.6863815550941248,rest
703,0.0938159627102933,0.0221208105227741,0.0087846008406515,0.0027036659356757,0.9260262043961718,1.0742100484079264,1.1105025036172718,0.8871427469682427,rest
704,0.0213473978463889,0.0234584058846333,0.0084031123737071,0.0024633589362072,0.9524579980051168,1.1306477199457663,1.1002985571318529,0.9258097894881264,rest
750,0.0190843782918199,0.0362556535818174,0.0112881004778132,0.0025087307670188,0.9284797173224436,0.9099764713948404,1.0287409588174912,0.8770865854636147,rest
751,0.1992462450555208,0.2942005595223815,0.0067746322058471,0.0020176324983528,0.9994239451068788,1.1420967229058414,1.131951905812361,0.9118489999515336,rest
752,0.018630041738884,0.0254503289833203,0.0202974644791599,0.0051112918286922,0.8998995000951835,0.9625427086145542,0.7397018039566654,0.6936362467064803,rest
753,0.0598285365551031,0.1354321528658544,0.0175930111961832,0.0050207520056561,1.1783934010189352,1.1353108892454236,0.951971119689352,0.8372683642374317,rest
754,0.1384795409889326,0.0870166611326723,0.0125834084839009,0.0037803075556784,1.0442854464812958,1.06226447801019,1.036128955031825,0.9605273154691116,rest
800,0.0700349813678332,0.0381271113349295,0.017574673507561,0.026013009936725,0.8625303223803908,0.9875648795352604,0.9342205948869284,0.5688764742652248,rest
802,0.1373953692625571,0.0450532364354299,0.0208451578030639,0.6755478995806398,0.8931396830196987,0.8119585507937335,0.8491853454460951,0.7892851543737422,rest
803,0.2448285727907803,0.1629624531263483,0.0187192282212761,0.0318641175959001,0.7704331511668898,1.0731612282220309,0.8067770006787742,0.5466136256784067,rest
804,0.2398700863370341,0.1656519108833057,0.026970470858921,0.175828967515797,1.012693036705016,1.0516885592032192,0.7009091237064382,0.6961893090744011,rest
850,0.0330316900970458,0.0320317495935407,0.0216178323447792,0.0042614273647638,0.7951317186280811,0.8118711203469937,0.8343716197310247,0.7398494071553601,rest
851,0.235175805508142,0.2773903427928214,0.2184391215171984,0.0084481943764975,1.0586320352184373,1.071622861121715,1.020262066124026,0.8344018291404174,rest
852,0.0268651493963272,0.0316410125490957,0.0239445238329519,0.097175842901307,0.7062741477620409,0.6334092450782172,0.7313429676098786,0.7202370808350542,rest
853,0.139349136058109,0.2473785777141123,0.0460502910910365,0.004598606787781,1.097631576656383,1.2087224206232818,0.932602544368752,0.836406093674892,rest
854,0.1365914936183459,0.0328273897979707,0.0223992907166088,0.0040574245551019,1.1341631569755468,0.6769647958768701,0.820515498245391,0.7944877033483415,rest
900,0.017683808370259,0.0243022784594824,0.0111036421479927,0.0036229837240021,0.955460254550466,0.917343225057222,1.084659971617591,0.6825435943035649,rest
901,0.124868488816894,0.186752715471172,0.0185573034852056,0.0039652361799151,1.104595470261414,1.1300083455813432,0.8840432757066137,0.7003175313656591,rest
902,0.0285558232214095,0.0166718827488501,0.0342494241220324,0.1963971081320665,0.801324733513642,1.205438629242864,0.893286457857521,0.8157410308969952,rest
903,0.0486344667835398,0.0993444850002117,0.0176629601080127,0.0077917209352949,0.8062405941020336,1.1509395480122515,0.9309263797765062,0.5877044862699461,rest
904,0.0452417636651608,0.0451139937478682,0.0251031342101654,0.0148989202355321,0.8051086883909151,0.9027665166782928,0.902884239809458,0.5012698967627962,rest
950,0.0261324323489849,0.0231649402650453,0.0114241851507333,0.0018240602816322,0.9371247835277527,0.959874521312094,0.9992426201782432,0.8966314097156651,rest
951,0.2768165986460695,0.336970518596273,0.0204586914958749,0.0033966548962765,1.0848452409677702,1.132774007336046,0.901100230641252,0.7954623041934719,rest
952,0.0514165824580579,0.0466608037212745,0.0256865633393639,0.165560616293171,0.9695526377803708,1.0257651661608231,1.0997806033834734,0.8015224342877776,rest
953,0.1331624109557722,0.1669627507933063,0.0190885952831767,0.0090102358223238,1.0302916593978029,1.1402561592827944,1.155345856972394,0.8505198880708971,rest
954,0.1208423234552068,0.0380241879647942,0.0181291476730818,0.0136398679615355,1.0949762709700468,1.0243801773753942,1.0966278941392795,0.644946040489891,rest
1000,0.0715374787761152,0.0677304338279755,0.0155114750885415,0.0184001821124884,0.924013428761473,0.8712873912882442,1.085557840869197,0.7641628226149817,rest
1001,0.1818728860279709,0.2372627795362325,0.0787103787015667,0.010352501497444,0.8332065218352982,0.7672234757176546,0.951929633200264,0.8159679288460282,rest
1002,0.1370228799450927,0.1120195612815891,0.0171159143789708,0.1771091494957062,0.6919297887018923,0.7641142041155935,0.9971451405691908,0.7834978096821366,rest
1003,0.2323289550671761,0.1580903018742404,0.0218123095611295,0.176345439756491,0.98382581694488,0.9195895182253984,1.0352314356457877,0.6582446754195388,rest
1004,0.1675205864561448,0.3015423182996825,0.0093021802519744,0.0072012083762593,0.9124711262669348,0.7193082978996657,1.0655872564193096,0.7159158400254895,rest
1050,0.0198605865740451,0.030546044681411,0.0088664338394235,0.0010253105790529,0.9561116993911734,0.8620456505483292,0.7635697266268986,0.8775531751224008,rest
1051,0.2883739628081268,0.3800459057386419,0.0659138738975081,0.012567539592014,1.0681866953793526,1.0933489902958131,0.7745812120877495,0.6225431823047982,rest
1052,0.047676558329999,0.0337624487417035,0.0285652735249584,0.1924825451850637,0.7982084158114624,0.974611858591969,0.6165752985536197,0.812337016579546,rest
1053,0.2316016333296338,0.2697720728802137,0.0319383845846947,0.0560188182368745,0.8886733752931928,1.0938014709874833,0.6772024938986276,0.7047087091352147,rest
1054,0.1289439739200272,0.1362439413800889,0.0118968589634568,0.0918531525426141,1.0563594298378964,0.9934192029802892,0.8399590526887373,0.7394890475460469,rest
1100,0.029593998992362,0.0437699483018974,0.0044168817837163,0.0007247445862072,0.8467342159167117,0.907798941422679,1.0877008575161446,0.9614726598298238,rest
1102,0.0168096605880253,0.0244979664471056,0.0071430641346374,0.0882107000406899,0.8164181067574647,0.6564008840403495,0.8172661586855994,0.7681367206879837,rest
1103,0.0425566665385113,0.0931403844403392,0.0089259990980463,0.0098362137436466,0.8394212448885967,0.8730230649530384,0.9572633797179512,0.4762386044242754,rest
1104,0.0360349418655522,0.0968309146283504,0.0068683881331547,0.0241233599354934,0.8413143086381911,0.9456581012749332,1.0217938091841892,0.6272377354003118,rest
1150,0.0294886814196077,0.0788437290164024,0.0123502633431539,0.0017672618568912,0.9734926589398692,0.848441873666693,0.952318662329946,0.8479768242649475,rest
1151,0.2027243801309241,0.8850335595330943,0.1298259151816162,0.0170159709202963,1.0753880029075105,0.9386143615804912,0.9746977562931732,0.6672821599963603,rest
1152,0.0245561384494389,0.0636682434415526,0.0134932257780249,0.0090299605757143,0.9429531149616736,0.636281972622919,0.958970622549464,0.5853571541723186,rest
1153,0.0289828627466675,0.3516880078942631,0.0160402703193288,0.0022296494620642,0.975523258144106,0.910745454501846,0.8969917130000504,0.8143648039348981,rest
1154,0.0194886087482853,0.1622999324520897,0.0111078293720797,0.0016713740955782,1.019366104577157,0.8165531339142418,0.9588175117931031,0.8623364881110889,rest
1200,0.0424724686473887,0.0525616255302124,0.0212895153082814,0.0207024461727148,0.8636040002286411,0.9363662953964976,0.7582848915553848,0.6316833370841359,rest
1202,0.0500398901468503,0.0410107606371896,0.0210881700214452,0.1856974033736433,0.8291160453762445,1.0483589142082992,0.8753078064176272,0.7592497780118572,rest
1203,0.0558932612427146,0.1029951724731608,0.0255894539772821,0.0433071126305013,0.8448286203147424,1.2163091225393612,0.8376768066662739,0.6757082506424874,rest
1204,0.1031940238509213,0.048459837502197,0.0261326341451906,0.0984308943094359,0.921020598812906,0.9809360671958892,0.8071555545825024,0.7122341946038824,rest
1250,0.0134145278954572,0.0346913502283534,0.0088104308345982,0.00934001027303,1.005213689151459,0.8270490910070065,0.9858286427705534,0.6210145346842921,rest
1251,0.2435861780572509,0.4240057629276748,0.1555134522961095,0.0032409076561983,0.942547535022956,0.9896936639066168,0.9715654641990872,0.7988607305398676,rest
1252,0.0223354543253069,0.0864571738302605,0.0136662729840715,0.2010064343905302,0.8586603181698598,0.8240161735004969,0.8123450285704208,0.7275632431108665,rest
1253,0.0305593231447734,0.1378864077684783,0.0186304715413797,0.0060511770843764,0.7900001524471634,0.9970126627042596,0.8050579635776005,0.6513944677750585,rest
1254,0.0187270637392077,0.1101711706430168,0.0098107402136762,0.0016959133162596,0.8736185737314095,0.9294177204903592,0.9565084972159036,0.8379085467937455,rest
1300,0.0227210224405238,0.0443338092548836,0.0139930515848105,0.0038117095287204,1.063028089307327,1.0199278302961994,1.0045558946544322,0.8511805081122858,rest
1302,0.0270407673114811,0.0510582475235206,0.0138217803849933,0.1074810432089699,1.0015910123150251,0.9274391449811592,0.988701937283071,0.8355810139165101,rest
1303,0.0418870283304503,0.1945910734817398,0.0230149661227304,0.0118675091025159,1.0492528557842733,1.1703835244747998,0.9424528483413416,0.650771296057711,rest
1304,0.047353123816761,0.0639477640411126,0.0194153133885875,0.0705138396011015,0.920403183103636,1.0701181386667151,1.0015627924049195,0.6665526669109938,rest
1350,0.0325111841017713,0.0218270266411159,0.0145220895093127,0.0014578339835631,0.914436367498764,0.9225914634134522,0.847932851162402,0.945219076556164,rest
1351,0.2549393292821106,0.1901513579504529,0.0707879112850145,0.0089243012758393,1.0546539626306624,1.138304813271498,0.919420839124446,0.7720768565206573,rest
1352,0.0530899334149132,0.0385679864822271,0.0341426497389157,0.2675776861209741,0.92224248453658,0.9785147029128178,0.8779499435982205,0.7870246411378856,rest
1353,0.1377494592128524,0.2021239617700223,0.0496862398525259,0.0181357354030594,1.0324440766678515,1.149943790847062,0.9703923570843904,0.8068587318733629,rest
1354,0.1325034427357638,0.0318297234607287,0.03236443394449,0.0067241942401177,1.0284924541668747,0.9318403882775388,0.861069976549302,0.6005349047824686,rest
1400,0.0272704809320767,0.0302920365087647,0.0139529441683181,0.0018627979411654,0.916261750422811,0.959753541526852,0.9671314754423772,0.8649795232469981,rest
1401,0.2066856080070404,0.2221945175081756,0.0783715616961761,0.0017492070867786,1.0501982328187824,1.126357898609898,1.0779356888963898,0.8637950858418835,rest
1402,0.0339344934477784,0.0398496592455998,0.0181650020652772,0.0079437218393276,0.8874258362864951,0.8371533246557319,0.8293953273290593,0.7920821769101614,rest
1403,0.0484732563485533,0.0887897555902704,0.0224712726354384,0.0030944259788024,0.8273996765270137,1.0405765385030534,0.9371268996064188,0.8996452717421022,rest
1404,0.0284804044218035,0.061515716093807,0.0169064898659919,0.0028581669482441,0.8221621160089199,1.098117346115059,0.8596784472838594,0.7698638069506805,rest
1450,0.0579330691371752,0.0550105555766104,0.0137853379800584,0.0053627990050347,0.933589492111664,1.058535880158543,0.9465908492299372,0.6010239496230767,rest
1452,0.0501942471424606,0.048834943952034,0.0169224670237312,0.2825930824514752,0.9351087464220456,1.0378774779845164,0.8744215087632914,0.8418378788293093,rest
1453,0.122381341407989,0.1363270291170957,0.0178004035948142,0.0024957394800981,1.0440803901838005,1.1895921044331723,0.8711997270371934,0.7897366583837071,rest
1454,0.1202573901975113,0.0961208223228228,0.0172822155003498,0.0012476761061904,1.0343757996120817,1.04921799050793,0.8854968220166755,0.981753859787577,rest
1500,0.018157766099203,0.019264370385762,0.0133848970457433,0.0022370118824992,0.7980078482160984,1.0430447627548078,1.0878445211572232,0.9495074588067752,rest
1501,0.0907231927141261,0.0315422500203619,0.0256611334150698,0.0030769729486219,1.0488235159013493,0.8554312315309964,0.7781321749729715,0.7893229690676722,rest
1502,0.0217077021597827,0.0221892869222567,0.0148435096742967,0.0101169231565304,0.8573353710577529,0.9775697545152378,1.0219338783566942,0.4336104604928796,rest
1503,0.0292152393249921,0.1077267633985364,0.0150804199273545,0.0042142200501575,0.8360126905673684,1.1682814077759334,1.0160154054702175,0.790141561061541,rest
1504,0.0272714291217199,0.0250757694272117,0.0153131489565385,0.0042281517321509,0.8820086464915846,1.0382941958145395,0.9934723037723288,0.8271780062992997,rest
1550,0.0415528595614387,0.0423468813938673,0.0086266488511852,0.0079351185853581,0.9586961249019206,1.0037744585285844,1.0320372102562256,0.814062975242885,rest
1551,0.2573991765702288,0.428346739910115,0.0423473767939301,0.0136592409466359,1.0210111194476426,0.9707956591542852,0.8341147316495698,0.8272500326153365,rest
1552,0.0250151297967415,0.0150616784437138,0.0103783869615994,0.0184390945192695,0.8320605040966771,1.1324343929049512,0.9753652821167133,0.6949645027759148,rest
1553,0.0753094159434829,0.0581000423151703,0.0123762073697412,0.0157521294744314,0.8945802463769259,1.0384319613590858,0.9951178645159188,0.8274976767661388,rest
1554,0.0411995700073637,0.0455754903036961,0.0122666352508448,0.0120037422549925,0.900812924486658,0.9773509989894174,0.9502676643706618,0.8289719151020556,rest
1600,0.0367056704758287,0.0503479734252378,0.0082882038498416,0.0015312657719468,0.8030491650985718,0.9772140672220232,0.8622625588032782,0.8455238542390031,rest
1602,0.0365642457416526,0.0433344521849279,0.0106283726764419,0.0866419100361669,0.7908559988787784,0.7998312939712742,0.9779266616242976,0.6950617026114423,rest
1603,0.0536118064228657,0.1477594659063184,0.0095877017991444,0.0152724075747231,0.8587979339597527,1.1034201806916308,0.9494719982911852,0.8058427366230632,rest
1604,0.0413895058059526,0.0683992090390318,0.0088872142655255,0.0150789206206881,0.8093764262628134,0.94583027969722,0.9201790654845978,0.6188805817752727,rest
1650,0.0335434239201745,0.0242246409738277,0.0095281049191564,0.0024094253308616,0.8840322611278482,1.082088415680702,1.1699081120253974,0.9029279717762512,rest
1651,0.1462037375666182,0.1227468488491019,0.0224991740985981,0.0044838243606542,0.9998154028819446,1.1189432914585704,0.9841218795477992,0.9385257427644462,rest
1652,0.0166363887205494,0.0267398689494188,0.0131488864389332,0.0157774363884465,1.0139153444556537,1.1388970768497626,1.1654187859625922,0.7883583253567892,rest
1653,0.0427592882359809,0.0340628830799553,0.0124167814058923,0.0035037772729926,0.8186890573056473,0.9864221638461874,1.022355379038251,0.8023212861115305,rest
1654,0.0376675976818113,0.0279069475375953,0.0135109297361753,0.0052790864250681,0.8364429798795707,0.8810321895284075,0.9849887497103458,0.8180134860938031,rest
1700,0.0329410476485059,0.0447923741553091,0.0093403711554953,0.0032556088934609,0.931646059795177,0.8659987027770684,0.8871824823682521,0.7714538693849704,rest
1702,0.0196118918654501,0.0181739336541655,0.0099132101141736,0.0083978209757536,0.8646065781238454,0.9904122308261388,0.8365285620310314,0.7314057044289299,rest
1703,0.0423437672136464,0.0589062005806556,0.0150832217381915,0.0066202847978489,0.9290895938286106,0.9987066644783008,0.9055687152802112,0.822552421219144,rest
1704,0.0481846585009389,0.0690837897777533,0.0145455856177876,0.0071468047451548,0.9049118711698024,0.8515218537068869,0.843906029286849,0.7927247775765407,rest
1750,0.0393883940104163,0.035893288832943,0.0055760642504364,0.002214662511899,1.0177113121720565,0.9950418905403812,1.210141069637971,0.869916809315066,rest
1751,0.2795413742844044,0.4734795038727071,0.07293893928837,0.0123428741297059,1.096255948029336,1.0869414846059584,0.9889644551924786,0.6920484334397887,rest
1752,0.0327472224990233,0.0380934396249405,0.0145012771482228,0.2299377507549369,1.0370055109310177,1.045165259329333,1.254357112296554,0.919477962924125,rest
1753,0.0827626261611074,0.0855128779220329,0.0140569693296928,0.0155438376589562,1.157810119418743,0.913168043682429,1.2042451221653492,0.7643545125716371,rest
1754,0.0416306205018588,0.0431339817266095,0.0122310645212108,0.0167634607491062,0.984443997521176,0.9861223512453292,1.2167255604709544,0.7736002862367766,rest
1800,0.0633991132197887,0.0537344329951125,0.0177386766265927,0.0090993639867155,0.93415942098017,1.0844391278867185,1.0699678192294462,0.701880360404517,rest
1801,0.2679630858748665,0.2272135908156437,0.1039468397718685,0.0126005239098171,0.9875777376686125,1.064437480399728,0.9265188646321104,0.6130651469748649,rest
1802,0.0725855198258379,0.054555384397131,0.0180733512183765,0.0336313419712516,0.6787769946917566,0.8701517364909743,1.0083121893187208,0.406839613698434,rest
1803,0.104193648105688,0.1218950362250079,0.0209776267127084,0.0127751206377023,1.031758589435826,1.1808624255130118,1.073553772990148,0.7429338751881844,rest
1804,0.1194635708612178,0.1130618388372543,0.0164358349803396,0.0085870496543188,0.9733120095226364,1.1049844182021098,1.1162510632982845,0.701385053100648,rest
1850,0.0456621359699921,0.0666609007581187,0.0100930520730596,0.0019104200301135,0.8728888229299718,0.8081264454855068,0.9015673019524764,0.695238532987096,rest
1851,0.2160254392898951,0.2604585729867542,0.0185731086710172,0.0090316378323103,0.9893321998041422,1.0174978031093804,0.7935920451982126,0.3564040582538568,rest
1852,0.0470526314576594,0.0663773853095079,0.0129888003294327,0.1225195320080439,0.8139451394238648,0.8518434328821725,0.857931166576062,0.7440374853057659,rest
1853,0.0515684565608645,0.0725241018155379,0.0127104481295854,0.0040442698864551,0.8837449242521647,0.870812319675025,0.8510327357991021,0.7909448644614727,rest
1854,0.0403940052706574,0.0648282613390139,0.0091654665785605,0.0039750880963619,0.8842858121777892,0.8399948290402381,0.9426710654668766,0.7923879621817744,rest
1900,0.0143395682836853,0.026045040608234,0.0041846148184918,0.0010333593541158,0.9504931472121574,0.945061528824171,1.1135031326844298,0.952667358548787,rest
